"ip","finger","hash","name","race","background","date","class","justClass","subclass","level","feats","HP","AC","Str","Dex","Con","Int","Wis","Cha","alignment","skills","weapons","spells","castingStat","choices","country","countryCode","processedAlignment","good","lawful","processedRace","processedSpells","processedWeapons","alias","justClassClean","subclassClean","StrMod","DexMod","ConMod","IntMod","WisMod","ChaMod","Acrobatics","AnimalHandling","Arcana","Athletics","Deception","History","Insight","Intimidation","Investigation","Medicine","Nature","Perception","Performance","Persuasion","Religion","SleightOfHand","Stealth","Survival","StrSkills","DexSkills","IntSkills","WisSkills","ChaSkills","ConSkills","TotProfSkills"
"e29ef33","35603f2","c9f4ab1061d45041adeb34dd7609cc81","e2a2642e","Human","Soldier",2019-04-26 16:09:31,"Monk 5","Monk","Way of the Open Hand",5,"",48,19,14,20,18,13,18,16,"Chaotic Good","Athletics|Acrobatics|History|Intimidation","Nunchucks |Dart|Unarmed strike","","Int","",NA,NA,"CG",NA,NA,"Human","","|Dart|Unarmed Strike","magical_montalcini","Monk","Way of the Open Hand",2,5,4,1,4,3,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,4
"e47e51d","554ec30","c22c7563ac98517727473a433423501c","bfae43ed","High Elf","Sage",2019-04-23 14:53:16,"Wizard 5","Wizard","School of Abjuration",5,"",32,16,19,17,15,18,15,13,"true neutral","Arcana|History|Investigation|Insight|Perception","Chromatic orb|Fire Bolt|Longsword|Longsword2h","Toll The Dead*0|Prestidigitation*0|Firebolt*0|Mage Hand*0|Booming Blade*0|Absorb Elements*1|Shield*1|Magic Missile*1|Chromatic orb *1|Find Familiar(R)*1|Detect Magic (R)*1|Unseen servant (R)*1|Comp. Languages (R)*1|Identify (R)*1|Mage Armor*1|Sleep*1|Misty Step*2|Dragons Breath*2|Enlarge*2|Mirror Image*2|Locate Object*2|Phantom Steed (R)*3|Lightning Bolt*3|Counterspell*3|Fly*3|Remove curse*3","Int","",NA,NA,"NN",NA,NA,"Elf","Toll the Dead*0|Prestidigitation*0|Fire Bolt*0|Mage Hand*0|Booming Blade*0|Absorb Elements*1|Shield*1|Magic Missile*1|Chromatic Orb*1|Find Familiar*1|Detect Magic*1|Unseen Servant*1|Comprehend Languages*1|Identify*1|Mage Armor*1|Sleep*1|Misty Step*2|Dragon's Breath*2|*|Mirror Image*2|Locate Object*2|Phantom Steed*3|Lightning Bolt*3|Counterspell*3|Fly*3|Remove Curse*3","||Longsword|Longsword","romantic_bohr","Wizard","School of Abjuration",4,3,2,4,2,1,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,3,2,0,0,5
"","762ed88","89303a0d107005b87dbb77c224cf3d0f","26b547c0","Hobgoblin","Clan Crafter",2019-04-17 04:58:48,"Monk 5","Monk","Way of the Long Death",5,"",28,13,7,12,11,10,14,12,"","Acrobatics|History|Religion|Insight","Shortsword|Dart|Unarmed strike","","Int","","Canada","CA","",NA,NA,"Hobgoblin","","Shortsword|Dart|Unarmed Strike","jovial_proskuriakova","Monk","Way of the Long Death",-2,1,0,0,2,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,2,1,0,0,4
"06b1857","0a6ccc4","0e1751b20f1f210413d55365875acd2a","d38390db","Centaur","Far Traveler",2019-04-16 19:38:54,"Cleric 5","Cleric","Nature Domain",5,"",55,15,10,14,17,10,16,8,"","History|Insight|Medicine|Perception|Survival","Mace|Spear","Animal Friendship*1|Speak with Animals*1|Barkskin*2|Spike Growth*2|Plant Growth*3|Wind Wall*3","Wis","","United States","US","",NA,NA,"Centaur","Animal Friendship*1|Speak with Animals*1|Barkskin*2|Spike Growth*2|Plant Growth*3|Wind Wall*3","Mace|Spear","sad_neumann","Cleric","Nature Domain",0,2,3,0,3,-1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,4,0,0,5
"6137a7e","da0bd25","dc043c994c4b7afe27af34c5ec6430b8","e1ac70bd","Dragonborn","Criminal",2019-04-14 20:46:39,"Wizard 5","Wizard","School of Conjuration",5,"",39,11,10,13,14,17,12,11,"Chaotic Evil","Stealth|Arcana|Investigation|Deception","Quarterstaff","Mage Hands*0|Minor Illusion*0|Light*0|Fire Bolt*0|Charm Person*1|Sleep*1|Feather Fall*1|Fog Cloud*1|Comperhand Languages*1|Magic Missle*1|Burning Hands*1|Witch Bolt*1|Enlarge/Reduce*2|Alter Self*2|Levitate*2|Cloud Of Daggers*2|Water Breathing*3|Remove Curse*3","Int","","United States","US","CE",NA,NA,"Dragonborn","Mage Hand*0|Minor Illusion*0|Light*0|Fire Bolt*0|Charm Person*1|Sleep*1|Feather Fall*1|Fog Cloud*1|Comprehend Languages*1|Magic Missile*1|Burning Hands*1|Witch Bolt*1|Enlarge/Reduce*2|Alter Self*2|Levitate*2|Cloud of Daggers*2|Water Breathing*3|Remove Curse*3","Quarterstaff","cocky_perlman","Wizard","School of Conjuration",0,1,2,3,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,2,0,1,0,4
"e29ef33","35603f2","eb1e838ae7918c1d416d3294ac42c840","2dca578a","Tabaxi","Urchin",2019-04-14 10:55:41,"Sorcerer 5","Sorcerer","Divine Soul",5,"",32,12,8,15,14,10,12,18,"","Sleight of Hand|Stealth|Arcana|Perception|Persuasion","Crossbow, light|Dagger|Claw","Bane*1","Cha","metamagic/Quickened Spell*Heightened Spell",NA,NA,"",NA,NA,"Tabaxi","Bane*1","Crossbow, Light|Dagger|","romantic_shaw","Sorcerer","Divine Soul",-1,2,2,0,1,4,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,2,1,1,1,0,5
"","","22b548ab47f11368cbfbc82e9b25e4db","3001aba0","Orc","Outlander",2019-04-13 10:14:00,"Barbarian 5","Barbarian","Path of the Berserker",5,"",55,14,18,13,16,8,12,8,"","Athletics|Animal Handling|Perception|Survival|Intimidation","Greataxe|Handaxe|Javelin","","Int","","Canada","CA","",NA,NA,"Orc","","Greataxe|Handaxe|Javelin","angry_fermi","Barbarian","Path of the Berserker",4,1,3,-1,1,-1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,3,1,0,5
"afe8959","d34b71d","ce03a942bd5ca8b5324096d45d1af1af","cf167efc","Human","Criminal",2019-04-10 22:41:51,"Rogue 5","Rogue","Inquisitive",5,"Observant",24,15,11,16,12,12,11,16,"Neutral","Sleight of Hand|Stealth|Investigation|Perception|Deception|Persuasion","Dagger|Rapier","","Int","expertise/Sleight of Hand*Persuasion","Australia","AU","NN",NA,NA,"Human","","Dagger|Rapier","recursing_bhaskara","Rogue","Inquisitive",0,3,1,1,0,3,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,1,0,0,2,1,1,2,0,6
"520de22","18f7cb0","53acd494fcdfb11636a2f5af804e1aee","31d2245a","Tabaxi","Knight",2019-04-10 19:36:32,"Paladin 5","Paladin","Oath of Devotion",5,"",49,16,16,10,16,8,8,16,"","Athletics|Stealth|Arcana|Insight|Perception|Persuasion","Greatsword|Pike|Javelin","Protection from Evil and Good*1|Sanctuary*1|Lesser Restoration*2|Zone of Truth*2","Cha","fighting style/Great Weapon Fighting","United States","US","",NA,NA,"Tabaxi","Protection from Evil and Good*1|Sanctuary*1|Lesser Restoration*2|Zone of Truth*2","Greatsword|Pike|Javelin","agitated_borg","Paladin","Oath of Devotion",3,0,3,-1,-1,3,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,1,1,2,1,0,6
"","36feff9","476e539b1a0c58a77fa4660e819c2a85","4ac65ed2","Tiefling","Urchin",2019-04-09 21:15:24,"Sorcerer 5","Sorcerer","Wild Magic",5,"",42,13,11,16,18,11,14,20,"CN","Sleight of Hand|Stealth|Arcana|Intimidation","Dagger|Dagger","Fire Bolt*0|Mage Hand*0|Ray Of Frost*0|Chill Touch*0|Minor Illusion*0|Thaumaturgy*0|Chromatic Orb*1|Detect Magic*1|Magic Missile*1|Cloud Of Daggers*2|Crown Of Madness*2|Dispell Magic*3","Cha","metamagic/Twinned Spell","Canada","CA","CN",NA,NA,"Tiefling","Fire Bolt*0|Mage Hand*0|Ray of Frost*0|Chill Touch*0|Minor Illusion*0|Thaumaturgy*0|Chromatic Orb*1|Detect Magic*1|Magic Missile*1|Cloud of Daggers*2|Crown of Madness*2|Dispel Magic*3","Dagger|Dagger","boring_pascal","Sorcerer","Wild Magic",0,3,4,0,2,5,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,2,1,0,1,0,4
"52ca3d3","faaf3e7","0d4fa6cd6d2f95630289aebc984d040a","debadd02","Human","Entertainer",2019-04-09 20:10:48,"Rogue 5","Rogue","Scout",5,"",33,16,14,20,12,10,11,12,"neutral","Athletics|Acrobatics|Stealth|Nature|Survival|Deception|Performance|Persuasion","Rapier|Shortsword|Dagger|Arrows","","Int","expertise/Thieves' Tools*Performance","United States","US","NN",NA,NA,"Human","","Rapier|Shortsword|Dagger|","nifty_cray","Rogue","Scout",2,5,1,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,1,1,1,2,1,1,3,0,8
"1b5b84b","ce7d428","238ebf6dc2c08dd1c4c76b3a9a8e33b1","1d1ee4cf","Mountain Dwarf","Barbarian Tribe Member",2019-04-07 14:36:10,"Barbarian 5","Barbarian","Path of the Totem Warrior",5,"",85,16,17,13,20,7,14,8,"CG","Athletics|Nature|Survival|Intimidation","Greataxe|Handaxe|Javelin","","Int","","United States","US","CG",NA,NA,"Dwarf","","Greataxe|Handaxe|Javelin","gracious_stallman","Barbarian","Path of the Totem Warrior",3,1,5,-2,2,-1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,1,1,0,4
"","07d2df9","c11b8459202aa6fded1e0f1a9ec16127","d0167b82","Half-Elf","Hermit",2019-04-07 11:10:59,"Rogue 5","Rogue","Thief",5,"",28,14,12,16,13,12,11,17,"chaotic neutral ","Sleight of Hand|Stealth|Religion|Medicine|Perception|Deception|Intimidation|Persuasion","Lucky Boi|Bastard Dagger|Longbow|Dagger","","Int","expertise/Stealth*Sleight of Hand","Canada","CA","CN",NA,NA,"Half-Elf","","|Dagger|Longbow|Dagger","gallant_kalam","Rogue","Thief",1,3,1,1,0,3,0,0,0,0,1,0,0,1,0,1,0,1,0,1,1,1,1,0,0,2,1,2,3,0,8
"fd8ccf0","5759ac3","eb36dce4ddbcc1af239af34006d04324","321a04f7","Eladrin ToF","Sage",2019-04-03 17:15:56,"Druid 5","Druid","Circle of the Moon",5,"",40,16,8,17,10,15,17,10,"","Arcana|History|Nature|Animal Handling|Perception","","","Wis","","United States","US","",NA,NA,"Elf","","","naughty_fermat","Druid","Circle of the Moon",-1,3,0,2,3,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,3,2,0,0,5
"fd8ccf0","5759ac3","c3a13ad79a0b902a5e07badf1d3f7f7a","dabb4512","Sea Elf","Noble",2019-04-03 17:01:27,"Paladin 5","Paladin","Oath of Ancients",5,"",60,20,16,10,14,10,10,16,"","Athletics|History|Religion|Perception|Persuasion","Wave|Warhammer","Ensnaring Strike*1|Speak with Animals*1|Moonbeam*2|Misty Step*2","Cha","fighting style/Defense","United States","US","",NA,NA,"Elf","Ensnaring Strike*1|Speak with Animals*1|Moonbeam*2|Misty Step*2","|Warhammer","stupefied_williams","Paladin","Oath of Ancients",3,0,2,0,0,3,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,2,1,1,0,5
"fd8ccf0","5759ac3","28014bfeb48b7a9fa840e5f2fdde67a0","16e79251","Tiefling","Sage",2019-04-03 17:00:33,"Wizard 5","Wizard","School of Evocation",5,"",25,10,9,9,9,18,15,16,"","Arcana|History|Investigation|Medicine","Quarterstaff","","Int","","United States","US","",NA,NA,"Tiefling","","Quarterstaff","naughty_curie","Wizard","School of Evocation",-1,-1,-1,4,2,3,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,1,0,0,4
"f452ba9","093022b","1187c60ec0d24cad39dfc0890e183c20","848ffe98","Human","Urchin",2019-04-03 13:06:26,"Wizard 5","Wizard","School of Divination",5,"Tough|Spell Sniper",52,13,14,16,18,16,14,16,"","Athletics|Sleight of Hand|Stealth|Arcana|Investigation","Quarterstaff","Fire Bolt*0|Light*0|Gust*0|Eldritch Blast*0|Mold Earth*0|Flaming Hands (P)*1|Absorb Elements (P)*1|Shield (P)*1|Witch Bolt (P)*1|Detect Magic (P, R)*1|Find Familiar (R)*1|Alarm (R)*1|Identify (R)*1|Comp. Languages (R)*1|Locate Object (P)*2|Gust Of Wind (P)*2|See Invisibility*2|Fireball (P)*3|Leomunds Tiny Hut (R)*3","Int","","United States","US","",NA,NA,"Human","Fire Bolt*0|Light*0|Gust*0|Eldritch Blast*0|Mold Earth*0|Burning Hands*1|Absorb Elements*1|Shield*1|Witch Bolt*1|Detect Magic*1|Find Familiar*1|Alarm*1|Identify*1|Comprehend Languages*1|Locate Object*2|Gust of Wind*2|See Invisibility*2|Fireball*3|Leomund's Tiny Hut*3","Quarterstaff","elegant_lovelace","Wizard","School of Divination",2,3,4,3,2,3,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,2,2,0,0,0,5
"","b93dcf0","cff0a57c93deb346a0cd95d857fae817","3993e3e5","Dark Elf","Entertainer",2019-03-29 13:20:49,"Wizard 5","Wizard","School of Evocation",5,"",22,10,12,10,10,15,13,17,"","Acrobatics|Investigation|Insight|Perception|Performance","Dagger","Create Bonfire*0|Encode Thoughts*0|Infestation*0|Toll The Dead*0|Cause Fear*1|Expeditious Retreat*1|Tasha's Hideous Laughter*1|Crown Of Madness*2|Flock Of Familiars*2|Hypnotic Pattern*3|Thunder Step*3","Int","","Canada","CA","",NA,NA,"Elf","Create Bonfire*0|*|Infestation*0|Toll the Dead*0|Cause Fear*1|Expeditious Retreat*1|Tasha's Hideous Laughter*1|Crown of Madness*2|*|Hypnotic Pattern*3|Thunder Step*3","Dagger","elegant_newton","Wizard","School of Evocation",1,0,0,2,1,3,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,1,2,1,0,5
"","b93dcf0","b4ff24bfdfd8029af69c01f4334a148e","867450f9","Human","Entertainer",2019-03-29 13:05:02,"Paladin 5","Paladin","Oath of Redemption",5,"",39,12,10,11,13,15,14,17,"","Acrobatics|Insight|Performance|Persuasion","Longsword","Cure Wounds*1|Divine Favor*1|Aid*2|Branding Smite*2|Find Steed*2","Cha","fighting style/Great Weapon Fighting","Canada","CA","",NA,NA,"Human","Cure Wounds*1|Divine Favor*1|Aid*2|Branding Smite*2|Find Steed*2","Longsword","romantic_wing","Paladin","Oath of Redemption",0,0,1,2,2,3,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,2,0,4
"","b93dcf0","2f87b0f8a52ad4e8ff405c80361fd99d","a59f3d82","Tabaxi","Entertainer",2019-03-29 12:42:14,"Monk 5","Monk","Way of the Drunken Master",5,"",23,12,13,15,8,14,10,17,"","Acrobatics|Stealth|History|Insight|Perception|Performance","Sickle|Dart|Unarmed Strike","","Int","","Canada","CA","",NA,NA,"Tabaxi","","Sickle|Dart|Unarmed Strike","unruffled_goldwasser","Monk","Way of the Drunken Master",1,2,-1,2,0,3,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,2,1,2,1,0,6
"","b93dcf0","cdca7b59270580d970e0ea982bc09cf8","da7f9ee4","Half-Orc","Entertainer",2019-03-29 12:26:26,"Rogue 5","Rogue","Arcane Trickster",5,"",38,10,14,10,14,15,8,16,"","Acrobatics|Stealth|Investigation|Insight|Perception|Intimidation|Performance","Shortsword|Shortbow|Dagger","Friends*0|Mage Hand*0|Shape Water*0|Charm Person*1|Disquise Self*1|Tasha's Hideous Laughter*1|Ray Of Sickness*1","Int","expertise/Performance*Perception","Canada","CA","",NA,NA,"Half-Orc","Friends*0|Mage Hand*0|Shape Water*0|Charm Person*1|Disguise Self*1|Tasha's Hideous Laughter*1|Ray of Sickness*1","Shortsword|Shortbow|Dagger","brave_shaw","Rogue","Arcane Trickster",2,0,2,2,-1,3,1,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,1,0,0,2,1,2,2,0,7
"","b93dcf0","9a1e1e65e2d47cb9b1a8369d88ba570a","a2c3db81","Half-Orc","Entertainer",2019-03-28 13:31:55,"Cleric 5","Cleric","Knowledge Domain",5,"",43,13,15,12,16,9,10,15,"","Acrobatics|Arcana|History|Nature|Insight|Intimidation|Performance","Mace","Command*1|Identify*1|Augury*2|Suggestion*2|Nondetection*3|Speak with Dead*3","Wis","","Canada","CA","",NA,NA,"Half-Orc","Command*1|Identify*1|Augury*2|Suggestion*2|Nondetection*3|Speak with Dead*3","Mace","admiring_keldysh","Cleric","Knowledge Domain",2,1,3,-1,0,2,1,0,1,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,1,3,1,2,0,7
"","b93dcf0","65901e389c9203b34e05a529cbff06bf","e4edd59a","Tabaxi","Entertainer",2019-03-28 13:21:50,"Monk 5","Monk","Way of the Drunken Master",5,"",33,13,12,12,13,10,14,16,"","Acrobatics|Stealth|History|Insight|Perception|Performance","Shortsword|Dart|Unarmed Strike","","Int","","Canada","CA","",NA,NA,"Tabaxi","","Shortsword|Dart|Unarmed Strike","happy_carson","Monk","Way of the Drunken Master",1,1,1,0,2,3,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,2,1,2,1,0,6
"","b93dcf0","3492e149448acfc7e37e2533017f19f5","e52f347e","Wood Elf","Entertainer",2019-03-28 13:13:11,"Wizard 5","Wizard","School of Enchantment",5,"",17,12,10,14,9,14,14,16,"","Acrobatics|Arcana|Insight|Perception|Performance","Quarterstaff","","Int","","Canada","CA","",NA,NA,"Elf","","Quarterstaff","nostalgic_haibt","Wizard","School of Enchantment",0,2,-1,2,2,3,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,2,1,0,5
"","b93dcf0","c4598bfcce2d292a8a13e4d7311bdcd4","247288af","Lineage - Mamm","Entertainer",2019-03-28 13:07:42,"Barbarian 5","Barbarian","Path of the Ancestral Guardian",5,"",50,13,9,13,14,11,12,18,"","Acrobatics|Perception|Survival|Performance","Greataxe|Handaxe|Javelin","","Int","","Canada","CA","",NA,NA,"Tiefling","","Greataxe|Handaxe|Javelin","eager_banach","Barbarian","Path of the Ancestral Guardian",-1,1,2,0,1,4,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,2,1,0,4
"","b93dcf0","cb48881aa0bf162f6625852b02753b51","299b7fc6","Human","Entertainer",2019-03-28 12:42:13,"Fighter 5","Fighter","Purple Dragon Knight",5,"",39,12,15,14,12,13,9,17,"","Acrobatics|Insight|Perception|Performance","Longbow|Shortsword|Battleaxe","","Int","fighting style/Archery","Canada","CA","",NA,NA,"Human","","Longbow|Shortsword|Battleaxe","gracious_rhodes","Fighter","Purple Dragon Knight",2,2,1,1,-1,3,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,2,1,0,4
"","b93dcf0","7c4b8f10bd72c58857f1e45efe3ed35a","00d3d8ae","High Elf","Entertainer",2019-03-28 12:40:31,"Rogue 5","Rogue","Arcane Trickster",5,"",23,12,14,14,8,12,13,16,"","Acrobatics|Stealth|Investigation|Insight|Perception|Performance|Persuasion","Shortsword|Shortbow|Dagger","","Int","expertise/Performance*Insight","Canada","CA","",NA,NA,"Elf","","Shortsword|Shortbow|Dagger","sleepy_curie","Rogue","Arcane Trickster",2,2,-1,1,1,3,1,0,0,0,0,0,1,0,1,0,0,1,1,1,0,0,1,0,0,2,1,2,2,0,7
"","b93dcf0","e9b02f9704a41eb49683283f6bfec69f","e202c590","Tabaxi","Entertainer",2019-03-28 12:10:24,"Druid 5","Druid","Circle of Dreams",5,"",23,13,13,16,8,11,12,17,"","Acrobatics|Stealth|Insight|Perception|Survival|Performance","Quarterstaff|Scimitar","","Wis","","Canada","CA","",NA,NA,"Tabaxi","","Quarterstaff|Scimitar","heuristic_booth","Druid","Circle of Dreams",1,3,-1,0,1,3,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,2,0,3,1,0,6
"","b93dcf0","57c96931f4393fde4909ee14896c37d4","da7f9ee4","Half-Orc","Entertainer",2019-03-28 11:41:06,"Paladin 5","Paladin","Oath of Vengeance",5,"",44,12,14,8,14,15,10,16,"","Acrobatics|Insight|Intimidation|Performance|Persuasion","Greataxe","Bane*1|Hunter’s Mark*1|Hold Person*2|Misty Step*2","Cha","fighting style/Protection","Canada","CA","",NA,NA,"Half-Orc","Bane*1|Hunter's Mark*1|Hold Person*2|Misty Step*2","Greataxe","brave_shaw","Paladin","Oath of Vengeance",2,-1,2,2,0,3,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,3,0,5
"","b93dcf0","c49db0dc3b16c7853f7f507b609c5742","9ec67961","Lineage - Meph","Entertainer",2019-03-28 11:40:14,"Ranger 5","Ranger","Monster Slayer",5,"",34,12,14,15,10,13,9,16,"","Acrobatics|Insight|Perception|Survival|Performance","Sickle|Quarterstaff|Longbow","Protection from Evil and Good*1|Zone of Truth*2","Wis","fighting style/Archery","Canada","CA","",NA,NA,"Tiefling","Protection from Evil and Good*1|Zone of Truth*2","Sickle|Quarterstaff|Longbow","elegant_jennings","Ranger","Monster Slayer",2,2,0,1,-1,3,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,3,1,0,5
"4b09582","65d28fc","8fe44b2f60eff7ca8379709c34a51ccb","219b70a3","Fire Genasi","Sage",2019-03-27 16:13:16,"Monk 5","Monk","Way of the Sun Soul",5,"",50,12,14,15,14,11,10,13,"","Athletics|Acrobatics|Arcana|History","Shortsword|Dart|Unarmed Strike","","Int","",NA,NA,"",NA,NA,"Genasi","","Shortsword|Dart|Unarmed Strike","dreamy_khorana","Monk","Way of the Sun Soul",2,2,2,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,4
"","0e268ea","1dc5065d94110fa2a142883e1b9520df","4383afb1","Half-Orc","Folk Hero",2019-03-25 16:35:46,"Barbarian 5","Barbarian","Path of the Ancestral Guardian",5,"",60,14,18,13,16,8,12,10,"","Athletics|Animal Handling|Perception|Survival|Intimidation","Longsword|Handaxe|Javelin","","Int","","Canada","CA","",NA,NA,"Half-Orc","","Longsword|Handaxe|Javelin","pensive_euler","Barbarian","Path of the Ancestral Guardian",4,1,3,-1,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,3,1,0,5
"24e296f","8371383","863af2ead651775866781aa67459c3e1","d6a126c2","Goliath","Soldier",2019-03-25 05:09:16,"Barbarian 5","Barbarian","Path of the Battlerager",5,"",75,16,20,10,20,12,15,7,"Lawful Neutral","Athletics|Nature|Survival|Intimidation","Javelin|Greatsword","","Int","",NA,NA,"LN",NA,NA,"Goliath","","Javelin|Greatsword","distracted_mcclintock","Barbarian","Path of the Battlerager",5,0,5,1,2,-2,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,1,1,0,4
"5ab7394","8928df1","8ca226145482b829239747d1ae4a4d43","d1f28e07","Forest Gnome","Apothecary",2019-03-24 13:22:16,"Druid 5","Druid","Circle of the Land",5,"",35,15,10,14,14,15,16,8,"Neutral Good","Arcana|Nature|Medicine|Perception|Survival","Scimitar","Minor illusion*0|Mending*0|Produce Flame (2d8)*0|Guidance (+d4 Ability Check)*0|Poison Spray (2d12)*0|Thunderwave*1|Charm Person*1|Goodberry*1|Detect Magic*1|Barkskin*2|Spider Climb*2|Flaming Sphere*2|Heat Metal*2|Pass Without Trace*2|Call Lightning*3|Plant Growth*3|Dispel Magic*3","Wis","",NA,NA,"NG",NA,NA,"Gnome","Minor Illusion*0|Mending*0|Produce Flame*0|*|Poison Spray*0|Thunderwave*1|Charm Person*1|Goodberry*1|Detect Magic*1|Barkskin*2|Spider Climb*2|Flaming Sphere*2|Heat Metal*2|Pass Without Trace*2|Call Lightning*3|Plant Growth*3|Dispel Magic*3","Scimitar","infallible_agnesi","Druid","Circle of the Land",0,2,2,2,3,-1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,2,3,0,0,5
"238902e","b8c75b9","857ad4d6754ae1c6d55baeefb8045504","c9348c41","Deep Gnome","Hermit",2019-03-17 19:51:17,"Warlock 5","Warlock","The Celestial",5,"",37,15,13,16,15,8,10,18,"Neutral Good","Arcana|Nature|Religion|Medicine","Light Hammer|Dagger","Light*0|Sacred Flame*0|Eldritch Blast*0|Booming Blade*0|Minor Illusion*0|Cure Wounds*1|Guiding Bolt*1|Unseen Servant*1|Flaming Sphere*2|Invisibility*2|Daylight*3|Counterspell*3","Cha","eldritch invocations/Repelling Blast*Agonizing Blast*Eldritch Smite|pact boon/Pact of the Blade","Australia","AU","NG",NA,NA,"Gnome","Light*0|Sacred Flame*0|Eldritch Blast*0|Booming Blade*0|Minor Illusion*0|Cure Wounds*1|Guiding Bolt*1|Unseen Servant*1|Flaming Sphere*2|Invisibility*2|Daylight*3|Counterspell*3","Light hammer|Dagger","cranky_ptolemy","Warlock","The Celestial",1,3,2,-1,0,4,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,3,1,0,0,4
"4d911ec","996d0ac","8d4a0fc5d649cd60ce1c9e0db7ce3ecc","07f631bf","Half-Elf","Folk Hero",2019-03-14 12:24:28,"Ranger 5","Ranger","Hunter",5,"",41,17,14,18,10,10,14,13,"","Athletics|Acrobatics|Stealth|Nature|Animal Handling|Perception|Survival","Longbow|Shortsword|Longsword","Cure Wounds*1|Hunters Mark*1|Zephyr Strike*1|Spike Growth*2|Pass Without A Trace*2","Wis","fighting style/Archery","Ireland","IE","",NA,NA,"Half-Elf","Cure Wounds*1|Hunter's Mark*1|Zephyr Strike*1|Spike Growth*2|Pass Without Trace*2","Longbow|Shortsword|Longsword","friendly_montalcini","Ranger","Hunter",2,4,0,0,2,1,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,2,1,3,0,0,7
"","71308fb","aec3b441baa8d87c451abcb027e09f06","e352bcf8","Dark Elf","Noble",2019-03-13 21:23:21,"Rogue 5","Rogue","Thief",5,"",36,15,10,18,10,10,14,15,"","Acrobatics|Sleight of Hand|Stealth|History|Insight|Perception|Persuasion","Rapier|Shortbow|Dagger|Crossbow, hand","","Int","expertise/Stealth*Perception","Canada","CA","",NA,NA,"Elf","","Rapier|Shortbow|Dagger|Crossbow, hand","cranky_matsumoto","Rogue","Thief",0,4,0,0,2,2,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,1,0,0,3,1,2,1,0,7
"","71308fb","b88b03c7961b3f7cf4379ee13cdded2d","98694185","Wood Elf","Hermit",2019-03-13 20:17:53,"Druid 5","Druid","Circle of the Moon",5,"",33,12,10,13,10,12,18,14,"","Nature|Religion|Insight|Medicine|Perception","Quarterstaff|Dagger|Shillelagh","","Wis","","Canada","CA","",NA,NA,"Elf","","Quarterstaff|Dagger|","cool_ramanujan","Druid","Circle of the Moon",0,1,0,1,4,2,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,2,3,0,0,5
